,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,GarageArea,FireplaceQu_ord,GarageQual_ord,GarageFinish_ord,BsmtQual_ord,BsmtExposure_ord,BsmtFinSF,Electrical_new,KitchenQual_ord,SaleType_new,CentralAir_new,PavedDrive_ord,ExterQual_ord,HeatingQC_ord,TotalBath,TotRmsAbvGrd_new,TotalArea,WoodDeckSF,OpenPorchSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageType_new_Attchd,GarageType_new_Detchd,GarageType_new_None,Exterior1st_new_AsbShng,Exterior1st_new_BrkFace,Exterior1st_new_CemntBd,Exterior1st_new_HdBoard,Exterior1st_new_MetalSd,Exterior1st_new_Others,Exterior1st_new_Plywood,Exterior1st_new_Stucco,Exterior1st_new_VinylSd,Exterior1st_new_Wd Sdng,Exterior1st_new_WdShing,LotShape_new_IR1,LotShape_new_Other,LotShape_new_Reg,LotConfig_new_Corner,LotConfig_new_Inside,LotConfig_new_Other,Neighborhood_new_Blmngtn,Neighborhood_new_BrDale,Neighborhood_new_BrkSide,Neighborhood_new_ClearCr,Neighborhood_new_CollgCr,Neighborhood_new_Crawfor,Neighborhood_new_Edwards,Neighborhood_new_Gilbert,Neighborhood_new_IDOTRR,Neighborhood_new_MeadowV,Neighborhood_new_Mitchel,Neighborhood_new_NAmes,Neighborhood_new_NWAmes,Neighborhood_new_NoRidge,Neighborhood_new_NridgHt,Neighborhood_new_OldTown,Neighborhood_new_Other,Neighborhood_new_SWISU,Neighborhood_new_Sawyer,Neighborhood_new_Somerst,Neighborhood_new_StoneBr,Neighborhood_new_Timber,Neighborhood_new_Veenker,Condition1_new_Artery,Condition1_new_Feedr,Condition1_new_Norm,Condition1_new_Pos,Condition1_new_RR,BldgType_new_1Fam,BldgType_new_2Fam,BldgType_new_Twnhs,BldgType_new_TwnhsE,HouseStyle_new_1.5Fin,HouseStyle_new_1Story,HouseStyle_new_2Story,HouseStyle_new_Other,HouseStyle_new_SFoyer,HouseStyle_new_SLvl,RoofStyle_new_Gable,RoofStyle_new_Hip,RoofStyle_new_Other,Foundation_new_BrkTil,Foundation_new_CBlock,Foundation_new_Other,Foundation_new_PConc
0,-0.22363890199444275,-0.290769763962307,0.720108787251026,1.0616690599853649,0.8887758612891649,0.6275902546126205,-0.9472021339846377,0.4019917877415296,-0.9847398083943852,0.26534303490208444,0.3544303797468353,0.6127983489668569,-0.5694432771891802,0.5463859573231993,-0.3083660708818067,0.7816700611859846,-0.29000851413640416,0.2616124321181684,0.2875782598245557,1.1282670335824323,0.8989040802810724,1.8030812948762558,1.0006782218370678,0.07112351942486257,-0.7538570383749281,0.24223110456992988,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.5251996521099238,0.013628843613977242,-0.03946542152351743,0.1653275708340937,-0.4177308541260344,-0.589081605006828,-0.6414539890583226,-0.02352672734667546,0.6808614325295048,0.26534303490208444,0.3544303797468353,0.6127983489668569,2.3505122135071637,1.170135012471899,-0.3083660708818067,-0.7651559049637456,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,0.8989040802810724,-0.18073171945509858,-0.29037127465611884,0.011656570117565272,1.721982498803553,-0.7011669149322893,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,-0.07387119117356944,0.4503746718756025,0.720108787251026,0.9952733941223078,0.8403867236811945,0.4165349320255733,-0.29919860294677586,0.6921180480289422,0.6808614325295048,0.26534303490208444,0.3544303797468353,0.6127983489668569,0.4038752197096011,0.04188304507057453,-0.3083660708818067,0.7816700611859846,-0.29000851413640416,0.2616124321181684,0.2875782598245557,1.1282670335824323,0.8989040802810724,1.8030812948762558,-0.29037127465611884,0.26934668378252025,-0.7538570383749281,-0.05161418019305645,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,-0.4732517533625649,0.0003941215454431444,0.720108787251026,-1.8597402379891486,-0.7080656797738565,-0.589081605006828,-0.05733813009461617,0.8565229288584759,1.2360618461708015,0.26534303490208444,-0.6336146272855133,-0.5428817588162755,-0.5694432771891802,-0.5772796199667377,-0.3083660708818067,0.7816700611859846,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,-0.14659280117166465,-0.18073171945509858,0.3551534735904745,-0.060553296898438594,-0.7538570383749281,-0.15987296931626194,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,0.7248899332044215,1.2471049404013552,1.4796829960255695,0.9620755611907792,0.7436084484652539,1.5835467157421872,-0.1714232587984651,1.7945978371211098,0.6808614325295048,0.26534303490208444,0.3544303797468353,0.6127983489668569,1.3771937166083823,0.4294330094828181,-0.3083660708818067,0.7816700611859846,-0.29000851413640416,0.2616124321181684,0.2875782598245557,1.1282670335824323,0.8989040802810724,1.8030812948762558,1.6462029700836611,1.1712620816098627,0.8413147439682543,0.5979385545461765,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5,0.774812503478046,1.2087242464026065,-0.7990396302980609,0.7296907306700793,0.5016627604254021,-0.589081605006828,-1.143428555355258,0.07318202608246206,-0.9847398083943852,0.26534303490208444,-0.6336146272855133,0.6127983489668569,-0.5694432771891802,0.6060090287712367,-0.3083660708818067,-0.7651559049637456,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,0.8989040802810724,0.4805392853220195,-0.9358960229027121,-0.5065554167031684,-0.42152958372009847,-0.23720067583283727,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6,0.2755868007418016,0.1417409532373873,1.4796829960255695,1.0948668929168934,0.9855541365051056,0.5655151597340772,-0.5661578041137824,0.8275103028297347,1.2360618461708015,0.26534303490208444,0.3544303797468353,1.7684784567499894,1.3771937166083823,2.066774279248155,-0.3083660708818067,0.7816700611859846,-0.29000851413640416,0.2616124321181684,0.2875782598245557,1.1282670335824323,0.8989040802810724,1.1418102900991376,0.3551534735904745,1.2236496321901007,1.3647304850496111,0.1803689393566696,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7,0.5251996521099238,0.22061989676585053,0.720108787251026,0.065734072039508,-0.5628982669499455,0.900720672078211,-0.7966097640955572,0.09252377676828956,0.6808614325295048,0.26534303490208444,0.3544303797468353,0.6127983489668569,0.4038752197096011,0.9706270426265429,-0.3083660708818067,-0.7651559049637456,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,0.8989040802810724,1.8030812948762558,0.3551534735904745,0.9645436387797339,1.1985667577221961,2.453803510943985,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8,-0.9225548858251849,-0.907507812355996,0.720108787251026,-1.3285749110846916,-1.6758484319332634,-0.589081605006828,0.882723330425099,0.015156774024979548,0.6808614325295048,-1.1205564596608464,-0.6336146272855133,-0.5428817588162755,-0.5694432771891802,-1.0726097519965874,3.2428989257488356,-0.7651559049637456,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,-0.14659280117166465,-0.18073171945509858,1.0006782218370678,0.29766427869075707,-0.0061202654015613265,-0.7011669149322893,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9,-0.9724774560988093,-0.5634050385741095,-0.7990396302980609,-1.0629922476324631,-1.6758484319332634,-0.589081605006828,-0.9700191597254075,-1.2565633335681787,0.6808614325295048,1.6512425294650153,0.3544303797468353,-0.5428817588162755,-0.5694432771891802,0.8788992403987929,-0.3083660708818067,-0.7651559049637456,-0.29000851413640416,0.2616124321181684,0.2875782598245557,-0.6834074603413587,0.8989040802810724,-0.18073171945509858,-0.9358960229027121,-0.633984593790234,-0.7538570383749281,-0.6393047497190291,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
