,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,GarageArea,FireplaceQu_ord,GarageQual_ord,GarageFinish_ord,BsmtQual_ord,BsmtExposure_ord,BsmtFinSF,Electrical_new,KitchenQual_ord,SaleType_new,CentralAir_new,PavedDrive_ord,ExterQual_ord,HeatingQC_ord,TotalBath,TotRmsAbvGrd_new,TotalArea,WoodDeckSF,OpenPorchSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageType_new_Attchd,GarageType_new_Detchd,GarageType_new_None,Exterior1st_new_AsbShng,Exterior1st_new_BrkFace,Exterior1st_new_CemntBd,Exterior1st_new_HdBoard,Exterior1st_new_MetalSd,Exterior1st_new_Others,Exterior1st_new_Plywood,Exterior1st_new_Stucco,Exterior1st_new_VinylSd,Exterior1st_new_Wd Sdng,Exterior1st_new_WdShing,LotShape_new_IR1,LotShape_new_Other,LotShape_new_Reg,LotConfig_new_Corner,LotConfig_new_Inside,LotConfig_new_Other,Neighborhood_new_Blmngtn,Neighborhood_new_BrDale,Neighborhood_new_BrkSide,Neighborhood_new_ClearCr,Neighborhood_new_CollgCr,Neighborhood_new_Crawfor,Neighborhood_new_Edwards,Neighborhood_new_Gilbert,Neighborhood_new_IDOTRR,Neighborhood_new_MeadowV,Neighborhood_new_Mitchel,Neighborhood_new_NAmes,Neighborhood_new_NWAmes,Neighborhood_new_NoRidge,Neighborhood_new_NridgHt,Neighborhood_new_OldTown,Neighborhood_new_Other,Neighborhood_new_SWISU,Neighborhood_new_Sawyer,Neighborhood_new_Somerst,Neighborhood_new_StoneBr,Neighborhood_new_Timber,Neighborhood_new_Veenker,Condition1_new_Artery,Condition1_new_Feedr,Condition1_new_Norm,Condition1_new_Pos,Condition1_new_RR,BldgType_new_1Fam,BldgType_new_2Fam,BldgType_new_Twnhs,BldgType_new_TwnhsE,HouseStyle_new_1.5Fin,HouseStyle_new_1Story,HouseStyle_new_2Story,HouseStyle_new_Other,HouseStyle_new_SFoyer,HouseStyle_new_SLvl,RoofStyle_new_Gable,RoofStyle_new_Hip,RoofStyle_new_Other,Foundation_new_BrkTil,Foundation_new_CBlock,Foundation_new_Other,Foundation_new_PConc
0,-0.22958897217842705,-0.3009502748257879,0.6874668694950585,1.0513926493764396,0.8802519072435454,0.5913488003516796,-0.9474545683333195,0.3831351837515208,-0.9919491194098264,0.26142532953857345,0.34720537565106935,0.5964194764904377,-0.5754551526931879,0.529228065564835,-0.30705259858832895,0.7555217320193613,-0.30151134457776363,0.26052505285945327,0.2863671021093889,1.0859521342569813,0.892608671388317,1.7798909214304057,0.9630744536041442,0.04911937575508644,-0.7558959858596834,0.231359907154824,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.5175337134458715,0.0006103806930666874,-0.05733273815987886,0.1582088485818435,-0.42562644119986487,-0.5879240413639347,-0.6429204148619421,-0.03762636365877752,0.6689889409973248,0.26142532953857345,0.34720537565106935,0.5964194764904377,2.317483887118247,1.1443304640379743,-0.30705259858832895,-0.7706106111181782,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,0.892608671388317,-0.19168056076942852,-0.30196583053636417,-0.00894517433250017,1.7182844353511644,-0.7033427748098662,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2,-0.08016443505356732,0.43328436469837983,0.6874668694950585,0.9852308863546176,0.8318860424863821,0.3867810625030526,-0.3020239744089077,0.6700180569858151,0.6689889409973248,0.26142532953857345,0.34720537565106935,0.5964194764904377,0.3888578605772904,0.03171877268214894,-0.30705259858832895,0.7555217320193613,-0.30151134457776363,0.26052505285945327,0.2863671021093889,1.0859521342569813,0.892608671388317,1.7798909214304057,-0.30196583053636417,0.2426678760470418,-0.7558959858596834,-0.05977699378499753,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,-0.4786298673865266,-0.012500952155579165,0.6874668694950585,-1.8597249235837254,-0.7158216297428449,-0.5879240413639347,-0.06112382315543003,0.8325850184852485,1.2226349611330416,0.26142532953857345,-0.6400291864411273,-0.5510397337139912,-0.5754551526931879,-0.5788608140375113,-0.30705259858832895,0.7555217320193613,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,-0.1536942083185184,-0.19168056076942852,0.3305543115338901,-0.07945212801028391,-0.7558959858596834,-0.1670379572891423,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,0.7167664296123512,1.22258660218686,1.4322664771499958,0.9521500048437067,0.7351543129720554,1.5179203188425194,-0.17475596997310816,1.7601729752761333,0.6689889409973248,0.26142532953857345,0.34720537565106935,0.5964194764904377,1.3531708738477686,0.41389636585112144,-0.30705259858832895,0.7555217320193613,-0.30151134457776363,0.26052505285945327,0.2863671021093889,1.0859521342569813,0.892608671388317,1.7798909214304057,1.5955945956743984,1.1233135523754387,0.8382068358600575,0.5837887872398712,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5,0.7665746086539711,1.184563736925787,-0.8021323458148162,0.72058383426733,0.4933249891862386,-0.5879240413639347,-1.142901860859726,0.0580012607526539,-0.9919491194098264,0.26142532953857345,-0.6400291864411273,0.5964194764904377,-0.5754551526931879,0.5880246183600616,-0.30705259858832895,-0.7706106111181782,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,0.892608671388317,0.46550993329718293,-0.9344859726066184,-0.5149362536671834,-0.4237912313347374,-0.2436529312206743,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6,0.268492818237772,0.12752808266795854,1.4322664771499958,1.0844735308873505,0.976983636757872,0.5311818186314952,-0.5679231979622745,0.803896731161819,1.2226349611330416,0.26142532953857345,0.34720537565106935,1.7438786866948666,1.3531708738477686,2.028540161843112,-0.30705259858832895,0.7555217320193613,-0.30151134457776363,0.26052505285945327,0.2863671021093889,1.0859521342569813,0.892608671388317,1.1227004273637944,0.3305543115338901,1.174465656024027,1.3612718242368473,0.1700679280095984,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7,0.5175337134458715,0.20567162644588782,0.6874668694950585,0.0589662040491106,-0.5707240354713549,0.8560835199204909,-0.7974601345339843,0.07712678563494019,0.6689889409973248,0.26142532953857345,0.34720537565106935,0.5964194764904377,0.3888578605772904,0.9475881527616393,-0.30705259858832895,-0.7706106111181782,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,0.892608671388317,1.7798909214304057,0.3305543115338901,0.9214701163566853,1.1952194469743744,2.4225481615966387,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8,-0.9269034787611057,-0.9119383855726847,0.6874668694950585,-1.33043081940915,-1.6831389248861117,-0.5879240413639347,0.8752050666222378,0.00062468610579505,0.6689889409973248,-1.1250101259918381,-0.6400291864411273,-0.5510397337139912,-0.5754551526931879,-1.0673244834132394,3.256771004699161,-0.7706106111181782,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,-0.1536942083185184,-0.19168056076942852,0.9630744536041442,0.2703176618030354,-0.00866028817855488,-0.7033427748098662,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9,-0.9767116578027256,-0.5710437315078924,-0.8021323458148162,-1.0657837673218622,-1.6831389248861117,-0.5879240413639347,-0.9701809976968552,-1.2568785749045281,0.6689889409973248,1.647860785068985,0.34720537565106935,-0.5510397337139912,-0.5754551526931879,0.85713191769206,-0.30705259858832895,-0.7706106111181782,-0.30151134457776363,0.26052505285945327,0.2863671021093889,-0.6876444310346981,0.892608671388317,-0.19168056076942852,-0.9344859726066184,-0.6393602895691548,-0.7558959858596834,-0.6420507956646406,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
